,Screen-Full-HD,Screen-IPS-panel,Screen-Full-HD,Screen-IPS-panel,Unnamed: 0,Manufacturer,Category,GPU,OS,CPU_core,Screen_Size_inch,CPU_frequency,RAM_GB,Storage_GB_SSD,Weight_pounds,Price,Price-binned
70,True,False,True,False,70,Lenovo,3,2,1,5,15.598425196850393,0.8620689655172414,6,256,4.851000000000001,735,Low
71,False,True,False,True,71,Acer,3,3,1,7,15.0,0.6206896551724138,8,256,6.615,1208,Low
72,False,True,False,True,72,Lenovo,3,2,1,7,15.0,0.9310344827586208,8,256,4.29975,1394,Low
73,True,False,True,False,73,Asus,4,3,1,5,15.598425196850393,0.8620689655172414,8,256,3.7485,1241,Low
74,True,False,True,False,74,Dell,3,3,1,7,15.598425196850393,0.9655172413793103,8,256,4.41,2323,Medium
75,True,False,True,False,75,Lenovo,3,2,1,5,15.598425196850393,0.5517241379310345,8,256,4.52025,939,Low
76,True,False,True,False,76,Acer,3,3,2,7,15.598425196850393,0.9655172413793103,8,256,5.5125,1244,Low
77,True,False,True,False,77,Dell,5,3,1,7,17.299212598425196,1.0,16,256,7.5411,3665,High
78,False,True,False,True,78,Toshiba,3,3,1,7,15.0,0.8620689655172414,8,256,4.851000000000001,1325,Low
79,False,True,False,True,79,Lenovo,3,2,1,5,13.000000000000002,0.8620689655172414,8,256,2.4255000000000004,1269,Low
80,True,False,True,False,80,HP,3,2,1,5,14.0,0.8620689655172414,8,256,4.29975,1245,Low
81,True,False,True,False,81,HP,3,2,1,7,14.0,0.9310344827586208,8,256,3.2634,1641,Medium
82,True,False,True,False,82,Asus,3,2,1,7,14.0,0.9310344827586208,8,256,4.41,1390,Low
83,True,False,True,False,83,Asus,4,3,1,7,15.598425196850393,0.9310344827586208,8,256,3.7485,1334,Low
84,True,False,True,False,84,HP,4,2,1,7,12.5,0.9310344827586208,8,256,2.7783,1696,Medium
85,False,True,False,True,85,Toshiba,3,2,1,5,15.0,0.8620689655172414,8,256,4.41,1198,Low
86,True,False,True,False,86,Asus,1,3,1,7,15.598425196850393,0.9655172413793103,8,256,5.5125,1269,Low
87,True,False,True,False,87,HP,3,2,1,5,14.0,0.896551724137931,8,256,3.2634,1611,Low
88,True,False,True,False,88,HP,3,2,1,5,15.598425196850393,0.8620689655172414,8,256,4.0572,1453,Low
89,True,False,True,False,89,Dell,3,3,1,5,15.598425196850393,0.5517241379310345,8,256,4.41,1452,Low
90,True,False,True,False,90,Dell,4,2,1,7,13.299212598425196,0.6206896551724138,8,256,2.646,2006,Medium
91,True,False,True,False,91,HP,3,2,1,7,15.598425196850393,0.9310344827586208,8,256,4.0572,1656,Medium
92,True,False,True,False,92,HP,5,3,1,7,15.598425196850393,0.9655172413793103,8,256,5.7330000000000005,2208,Medium
93,True,False,True,False,93,Dell,3,2,1,5,14.0,0.896551724137931,8,256,2.9988,1813,Medium
94,True,False,True,False,94,Asus,3,2,1,5,14.0,0.8620689655172414,8,256,4.41,1200,Low
95,True,False,True,False,95,Dell,3,1,1,7,15.598425196850393,0.9310344827586208,8,256,5.137650000000001,1142,Low
96,False,True,False,True,96,HP,4,2,1,7,14.0,0.9310344827586208,8,256,2.9988,2223,Medium
97,False,True,False,True,97,Lenovo,3,3,1,5,14.0,0.8620689655172414,8,256,3.3075,1396,Low
98,False,True,False,True,98,Lenovo,3,2,1,3,13.000000000000002,0.8275862068965517,4,128,3.3075,697,Low
99,False,True,False,True,99,Dell,5,3,1,7,15.0,0.9310344827586208,8,256,4.41,2712,Medium
100,True,False,True,False,100,MSI,1,3,1,7,17.299212598425196,0.9655172413793103,8,256,5.953500000000001,1714,Medium
101,True,False,True,False,101,Dell,3,1,2,7,15.598425196850393,0.9310344827586208,8,256,5.137650000000001,989,Low
102,False,True,False,True,102,Lenovo,3,1,1,7,15.0,0.6206896551724138,8,256,4.6305000000000005,1562,Low
103,False,True,False,True,103,Lenovo,3,2,1,5,14.0,0.8620689655172414,8,256,4.1895,1192,Low
104,True,False,True,False,104,Acer,3,3,2,7,15.598425196850393,0.9655172413793103,8,256,5.5125,1117,Low
105,True,False,True,False,105,Dell,3,1,2,5,15.598425196850393,0.8620689655172414,4,256,5.0714999999999995,761,Low
106,True,False,True,False,106,HP,4,2,1,7,14.0,0.8620689655172414,8,256,3.15315,1905,Medium
107,False,True,False,True,107,Lenovo,4,1,1,7,14.0,0.6206896551724138,8,256,3.85875,1544,Low
108,True,False,True,False,108,HP,3,2,1,7,15.598425196850393,1.0,8,256,5.0935500000000005,1813,Medium
109,True,False,True,False,109,Dell,4,2,2,7,14.0,0.9655172413793103,8,256,3.5280000000000005,1396,Low
110,False,True,False,True,110,Lenovo,3,2,1,7,13.000000000000002,0.9310344827586208,8,256,3.0869999999999997,1283,Low
111,False,True,False,True,111,Lenovo,3,2,1,3,14.0,0.9310344827586208,4,128,3.7485,761,Low
112,True,False,True,False,112,Asus,3,2,2,5,15.598425196850393,0.8620689655172414,4,256,4.41,710,Low
113,True,False,True,False,113,Dell,3,1,1,5,15.598425196850393,0.5517241379310345,4,256,4.851000000000001,951,Low
114,False,True,False,True,114,Lenovo,4,2,1,5,12.0,0.8620689655172414,8,256,2.9988,1815,Medium
115,True,False,True,False,115,Dell,3,3,1,5,14.0,0.9655172413793103,8,256,3.6162,1498,Low
116,True,False,True,False,116,MSI,1,3,1,5,15.598425196850393,0.8620689655172414,8,256,4.851000000000001,1306,Low
117,False,True,False,True,117,Dell,5,3,1,7,15.0,0.9310344827586208,16,256,4.78485,2509,Medium
118,True,False,True,False,118,Lenovo,3,2,1,5,14.0,0.8620689655172414,8,256,3.6382499999999998,1709,Medium
119,True,False,True,False,119,Lenovo,3,3,1,7,15.598425196850393,1.0,8,256,5.88735,2655,Medium
120,True,False,True,False,120,Dell,4,2,1,5,15.598425196850393,0.5517241379310345,8,256,3.1311,2340,Medium
121,True,False,True,False,121,Dell,5,3,1,7,15.598425196850393,0.9655172413793103,8,256,3.9249,3059,High
122,False,True,False,True,122,Toshiba,3,2,1,5,13.000000000000002,0.8620689655172414,8,256,2.3152500000000003,2124,Medium
123,False,True,False,True,123,HP,3,2,1,5,13.000000000000002,0.5517241379310345,4,128,3.28545,922,Low
124,False,True,False,True,124,Lenovo,3,2,1,5,14.0,0.5517241379310345,8,256,3.85875,1333,Low
125,False,True,False,True,125,Lenovo,3,3,1,5,15.0,0.8620689655172414,8,256,5.0714999999999995,1286,Low
126,True,False,True,False,126,Lenovo,3,2,1,7,15.598425196850393,0.6206896551724138,8,256,4.78485,1142,Low
127,False,True,False,True,127,Lenovo,3,2,1,3,13.000000000000002,0.8275862068965517,8,256,3.0869999999999997,1206,Low
128,False,True,False,True,128,Lenovo,3,2,1,5,15.0,0.8620689655172414,8,256,5.0714999999999995,1157,Low
129,True,False,True,False,129,Lenovo,3,2,1,5,13.299212598425196,0.8620689655172414,8,256,3.1752,1206,Low
130,False,True,False,True,130,Dell,4,2,1,5,13.299212598425196,0.8620689655172414,8,128,2.84445,1142,Low
131,True,False,True,False,131,HP,3,3,1,5,15.598425196850393,0.8620689655172414,8,256,4.498200000000001,1129,Low
132,False,True,False,True,132,HP,4,2,1,7,13.000000000000002,0.9310344827586208,8,256,2.9106,1777,Medium
133,True,False,True,False,133,Dell,3,2,1,5,14.0,0.896551724137931,8,256,3.6162,1626,Medium
134,True,False,True,False,134,Lenovo,3,2,1,5,14.0,0.793103448275862,8,256,4.4541,1702,Medium
135,True,False,True,False,135,Dell,3,2,1,5,15.598425196850393,0.9655172413793103,8,256,4.1895,1749,Medium
136,True,False,True,False,136,Dell,3,3,1,7,15.598425196850393,0.9655172413793103,8,256,4.25565,1739,Medium
137,True,False,True,False,137,Dell,3,1,1,5,15.598425196850393,0.5517241379310345,8,256,4.851000000000001,1013,Low
138,False,True,False,True,138,Lenovo,3,3,1,7,14.0,0.9310344827586208,8,256,4.12335,1091,Low
139,True,False,True,False,139,Dell,3,2,1,3,14.0,0.6896551724137931,4,128,3.5280000000000005,935,Low
140,True,False,True,False,140,HP,3,2,1,3,15.598425196850393,0.8275862068965517,4,128,4.6305000000000005,896,Low
141,True,False,True,False,141,Lenovo,3,2,1,3,15.598425196850393,0.6896551724137931,4,128,4.851000000000001,634,Low
142,True,False,True,False,142,Dell,3,2,1,5,15.598425196850393,0.8620689655172414,8,256,4.1895,1419,Low
143,True,False,True,False,143,Lenovo,3,2,1,3,15.598425196850393,0.9310344827586208,4,128,4.52025,800,Low
144,False,True,False,True,144,Lenovo,3,3,1,7,17.0,0.9655172413793103,8,256,7.497,3810,High
145,True,False,True,False,145,Lenovo,3,2,1,5,15.598425196850393,0.8620689655172414,8,256,5.0714999999999995,1054,Low
146,True,False,True,False,146,Dell,3,1,2,7,15.598425196850393,0.9310344827586208,8,256,4.851000000000001,951,Low
147,True,False,True,False,147,HP,3,2,1,3,13.299212598425196,0.8275862068965517,4,128,3.28545,913,Low
148,True,False,True,False,148,Dell,3,3,1,7,15.598425196850393,0.9655172413793103,16,256,4.25565,1953,Medium
149,False,True,False,True,149,Lenovo,4,2,1,7,14.0,0.896551724137931,12,256,3.0869999999999997,2125,Medium
150,False,True,False,True,150,Lenovo,3,2,1,5,14.0,0.8620689655172414,8,256,3.7485,1872,Medium
151,True,False,True,False,151,Dell,5,3,1,7,15.598425196850393,0.9655172413793103,8,256,4.5423,2240,Medium
152,True,False,True,False,152,HP,3,2,1,7,15.598425196850393,0.9310344827586208,8,256,4.0572,1548,Low
153,False,True,False,True,153,Toshiba,3,2,1,7,15.0,0.8620689655172414,8,256,4.851000000000001,1777,Medium
154,True,False,True,False,154,Dell,3,1,2,5,15.598425196850393,0.8620689655172414,4,128,4.806900000000001,723,Low
155,True,False,True,False,155,Lenovo,3,2,1,5,14.0,0.793103448275862,8,256,3.6382499999999998,1861,Medium
156,True,False,True,False,156,Dell,3,3,1,7,15.598425196850393,0.9655172413793103,8,256,4.41,2312,Medium
157,True,False,True,False,157,Lenovo,3,2,1,5,15.598425196850393,0.5517241379310345,4,256,3.9690000000000003,1053,Low
158,False,True,False,True,158,Acer,4,2,1,5,14.0,0.8620689655172414,8,256,3.9690000000000003,1167,Low
159,True,False,True,False,159,Razer,1,3,1,7,14.0,0.9655172413793103,16,256,4.29975,3301,High
160,True,False,True,False,160,Toshiba,3,2,1,5,13.299212598425196,0.793103448275862,8,256,2.646,1541,Low
161,False,True,False,True,161,Lenovo,4,2,1,7,12.0,0.9310344827586208,8,256,2.9988,2012,Medium
162,True,False,True,False,162,Dell,4,2,1,5,13.299212598425196,0.5517241379310345,8,256,2.646,1842,Medium
163,True,False,True,False,163,Dell,3,1,1,7,15.598425196850393,0.6206896551724138,8,256,4.851000000000001,1167,Low
164,True,False,True,False,164,Dell,3,2,1,5,14.0,0.8275862068965517,8,256,3.4398000000000004,1561,Low
165,False,True,False,True,165,Toshiba,3,2,1,5,15.0,0.8620689655172414,8,256,4.41,1598,Low
166,True,False,True,False,166,Asus,4,2,1,5,14.0,0.8620689655172414,8,256,2.4255000000000004,1442,Low
167,True,False,True,False,167,Acer,1,3,1,5,15.598425196850393,0.8620689655172414,16,256,5.5125,1650,Medium
168,True,False,True,False,168,MSI,1,3,1,5,15.598425196850393,0.8620689655172414,8,256,4.851000000000001,1268,Low
169,False,True,False,True,169,HP,3,1,1,3,17.0,0.6896551724137931,4,256,5.5125,888,Low
170,True,False,True,False,170,Lenovo,3,2,1,5,14.0,0.8620689655172414,4,256,3.7485,888,Low
171,False,True,False,True,171,Toshiba,3,2,1,5,13.000000000000002,0.8620689655172414,8,256,3.3075,1236,Low
172,True,False,True,False,172,Dell,3,2,1,5,15.598425196850393,0.8620689655172414,8,256,4.806900000000001,1010,Low
173,True,False,True,False,173,Lenovo,3,2,1,5,14.0,0.793103448275862,8,256,3.9690000000000003,1513,Low
174,True,False,True,False,174,Dell,3,3,2,5,14.0,0.9655172413793103,8,256,3.6162,1383,Low
175,False,True,False,True,175,Lenovo,3,3,1,5,14.0,0.8620689655172414,8,256,4.12335,1089,Low
176,True,False,True,False,176,Dell,3,2,1,5,15.598425196850393,0.896551724137931,8,256,4.1895,1498,Low
177,True,False,True,False,177,HP,3,3,1,7,17.299212598425196,0.9310344827586208,8,256,5.79915,1524,Low
178,False,True,False,True,178,Lenovo,4,2,1,5,14.0,0.8620689655172414,8,256,2.9106,1904,Medium
179,False,True,False,True,179,Lenovo,3,2,1,5,13.000000000000002,0.8620689655172414,8,256,3.1752,1219,Low
180,True,False,True,False,180,HP,5,3,1,7,15.598425196850393,0.9655172413793103,16,256,5.7330000000000005,3073,High
181,False,True,False,True,181,Toshiba,3,2,1,5,14.0,0.8620689655172414,8,256,2.75625,1950,Medium
182,True,False,True,False,182,Samsung,4,2,1,7,13.299212598425196,0.9310344827586208,16,256,1.7860500000000001,2095,Medium
183,True,False,True,False,183,HP,3,2,1,3,15.598425196850393,0.6896551724137931,8,256,4.1013,685,Low
184,True,False,True,False,184,HP,3,2,1,5,15.598425196850393,0.8275862068965517,8,256,4.0572,2414,Medium
185,True,False,True,False,185,HP,5,3,1,7,15.598425196850393,0.896551724137931,8,256,5.7109499999999995,1983,Medium
186,True,False,True,False,186,Dell,4,2,1,7,12.5,0.9655172413793103,16,256,2.6019,2361,Medium
187,True,False,True,False,187,Samsung,4,2,1,7,15.598425196850393,0.9310344827586208,8,256,2.8885500000000004,2031,Medium
188,True,False,True,False,188,Dell,3,1,1,7,15.598425196850393,0.9310344827586208,16,256,5.0714999999999995,1501,Low
189,False,True,False,True,189,Acer,3,2,1,3,14.0,0.8275862068965517,4,128,3.9690000000000003,808,Low
190,True,False,True,False,190,Dell,1,3,1,5,15.598425196850393,0.8620689655172414,8,256,5.777100000000001,1251,Low
191,True,False,True,False,191,Dell,3,1,1,3,15.598425196850393,0.6896551724137931,8,256,4.41,939,Low
192,True,False,True,False,192,HP,5,3,1,7,15.598425196850393,0.9655172413793103,8,256,6.9237,2623,Medium
193,True,False,True,False,193,Asus,3,2,1,5,15.598425196850393,0.8620689655172414,8,256,5.22585,1396,Low
194,True,False,True,False,194,Dell,4,2,1,5,13.299212598425196,0.8620689655172414,8,256,2.84445,1904,Medium
195,True,False,True,False,195,Samsung,4,2,1,5,13.299212598425196,0.8620689655172414,8,256,1.7860500000000001,1904,Medium
196,True,False,True,False,196,Dell,3,1,1,5,15.598425196850393,0.8620689655172414,8,256,4.806900000000001,1003,Low
197,True,False,True,False,197,Lenovo,4,2,1,7,14.0,0.9310344827586208,8,256,2.9106,2361,Medium
198,True,False,True,False,198,MSI,1,3,1,5,15.598425196850393,0.8620689655172414,8,256,5.292,1523,Low
199,False,True,False,True,199,Acer,3,2,1,3,14.0,0.8275862068965517,8,128,3.3075,786,Low
200,True,False,True,False,200,Lenovo,3,2,1,5,14.0,0.793103448275862,8,256,3.7485,1507,Low
201,False,True,False,True,201,Lenovo,3,2,1,5,14.0,0.896551724137931,8,256,2.9106,2096,Medium
202,True,False,True,False,202,Dell,3,1,1,7,15.598425196850393,0.9310344827586208,4,256,4.806900000000001,939,Low
203,False,True,False,True,203,Lenovo,4,3,1,7,14.0,0.9655172413793103,8,256,4.3218,2417,Medium
204,False,True,False,True,204,Asus,3,3,1,7,15.0,0.9310344827586208,8,256,5.0714999999999995,1000,Low
205,True,False,True,False,205,Dell,3,2,1,5,15.598425196850393,0.8620689655172414,8,128,4.1895,1200,Low
206,True,False,True,False,206,HP,3,1,1,5,15.598425196850393,0.896551724137931,8,256,4.0572,1714,Medium
207,True,False,True,False,207,Toshiba,3,2,1,5,13.299212598425196,0.8620689655172414,4,128,2.3152500000000003,1632,Medium
208,False,True,False,True,208,Acer,3,2,1,5,14.0,0.8620689655172414,8,256,3.4398000000000004,1146,Low
209,False,True,False,True,209,Toshiba,3,2,1,7,15.0,0.9310344827586208,8,256,4.41,1763,Medium
210,True,False,True,False,210,Samsung,4,3,1,7,15.0,0.9310344827586208,16,256,2.71215,2349,Medium
211,True,False,True,False,211,Dell,4,2,1,7,12.5,0.9655172413793103,8,256,3.5280000000000005,2147,Medium
212,False,True,False,True,212,Xiaomi,4,3,1,5,13.000000000000002,0.793103448275862,8,256,2.8224,1188,Low
213,True,False,True,False,213,HP,3,2,1,5,15.598425196850393,0.8620689655172414,4,256,4.498200000000001,1066,Low
214,True,False,True,False,214,HP,3,2,1,5,14.0,0.8620689655172414,4,128,4.29975,1607,Low
215,True,False,True,False,215,Samsung,4,2,1,7,15.0,0.9310344827586208,8,256,2.57985,2158,Medium
216,False,True,False,True,216,Lenovo,4,2,1,5,14.0,0.8620689655172414,8,256,2.9106,2285,Medium
217,True,False,True,False,217,Toshiba,3,2,1,5,13.299212598425196,0.8620689655172414,8,256,2.3152500000000003,1874,Medium
218,True,False,True,False,218,Dell,3,2,1,5,14.0,0.9655172413793103,8,256,3.5280000000000005,1531,Low
219,True,False,True,False,219,Lenovo,3,3,1,7,15.598425196850393,0.9310344827586208,6,256,4.851000000000001,1002,Low
220,True,False,True,False,220,HP,3,3,1,7,15.598425196850393,0.9310344827586208,8,256,4.498200000000001,1294,Low
221,True,False,True,False,221,Lenovo,3,2,1,5,13.299212598425196,0.8620689655172414,4,128,3.1752,1119,Low
222,True,False,True,False,222,HP,3,2,1,5,13.299212598425196,0.8620689655172414,8,256,3.28545,1219,Low
223,True,False,True,False,223,HP,4,1,1,7,15.598425196850393,0.8620689655172414,8,256,4.0572,1648,Medium
224,False,True,False,True,224,Toshiba,3,3,1,7,15.0,0.896551724137931,16,256,5.292,2509,Medium
225,False,True,False,True,225,Lenovo,4,2,1,7,12.0,0.9310344827586208,8,256,2.9988,2096,Medium
226,True,False,True,False,226,HP,3,2,1,5,15.598425196850393,0.793103448275862,8,256,5.0935500000000005,1480,Low
227,False,True,False,True,227,Toshiba,3,2,1,5,14.0,0.793103448275862,4,128,3.24135,1404,Low
228,True,False,True,False,228,HP,2,2,1,5,12.5,0.793103448275862,8,256,2.7783,2120,Medium
229,True,False,True,False,229,Dell,4,2,1,5,14.0,0.8620689655172414,8,256,2.9988,2082,Medium
230,True,False,True,False,230,Dell,4,2,1,5,15.598425196850393,0.8620689655172414,8,256,2.9988,1870,Medium
231,True,False,True,False,231,Dell,4,2,1,7,14.0,0.9655172413793103,8,256,2.9988,2255,Medium
232,True,False,True,False,232,Toshiba,3,2,1,5,13.299212598425196,0.793103448275862,8,256,2.646,1855,Medium
233,False,True,False,True,233,Lenovo,4,2,1,7,14.0,0.896551724137931,8,256,3.7485,1891,Medium
234,True,False,True,False,234,Toshiba,3,2,1,5,13.299212598425196,0.8275862068965517,8,256,2.646,1950,Medium
235,False,True,False,True,235,Lenovo,4,2,1,5,12.0,0.896551724137931,8,256,2.9988,2236,Medium
236,True,False,True,False,236,Lenovo,3,3,1,5,15.598425196850393,0.8620689655172414,6,256,5.292,883,Low
237,True,False,True,False,237,Toshiba,3,2,1,5,14.0,0.793103448275862,8,256,4.29975,1499,Low
